ID_Client,ID_Shop,Sex,Marital_Status,Age,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN_WORKING_TOWN,FLAG_RESIDENCE_STATE_WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS_POSTAL_ADDRESS,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,TARGET_LABEL_BAD
11096,25,1,3,22,0,31,20,0,0,96,1,1,1,1,96,26,0.0,1,250.0,0,0
11097,66,1,3,36,1,31,3,0,3,228,1,1,1,1,156,853,0.0,0,500.0,0,0
11098,24,1,4,71,1,31,12,0,0,0,1,1,0,1,264,704,0.0,1,475.0,0,0
11099,16,1,0,40,1,31,12,0,3,156,1,1,0,1,12,953,0.0,1,405.0,0,0
11100,23,1,0,41,1,31,20,0,3,48,1,1,0,1,12,522,0.0,1,1200.0,0,0
11101,25,1,3,60,1,31,12,0,0,96,1,1,0,1,12,13,0.0,1,341.0,0,0
11102,6,0,0,31,1,23,8,0,3,36,1,1,1,1,24,129,0.0,1,560.0,0,0
11103,20,1,3,37,1,31,28,0,3,36,1,1,1,1,12,999,0.0,1,484.0,0,0
11104,2,1,3,37,0,50,25,0,0,12,1,1,0,1,0,725,0.0,1,977.0,0,1
11105,12,1,3,48,1,31,20,0,3,60,1,1,0,1,24,254,0.0,1,887.0,0,0
11106,9,0,3,19,0,50,8,0,3,156,1,1,1,1,24,26,0.0,1,208.0,0,0
11107,17,1,3,21,0,31,25,0,1,252,1,1,1,1,12,24,0.0,1,172.0,0,1
11108,21,1,0,58,1,31,20,0,3,264,1,1,0,1,0,13,0.0,1,637.0,2,0
11109,19,1,3,19,0,50,3,0,3,216,1,1,0,1,0,999,0.0,1,500.0,0,0
11110,21,0,1,50,1,31,12,0,0,36,1,1,1,1,24,522,0.0,1,1300.0,0,0
11111,9,0,0,28,1,5,23,0,3,240,1,1,0,0,72,859,0.0,1,891.0,1,0
11112,55,1,3,21,1,31,23,0,0,0,1,1,0,1,0,501,0.0,1,400.0,0,0
11113,55,1,2,59,1,31,8,0,3,192,1,1,1,1,96,205,0.0,1,350.0,0,0
11114,15,1,0,60,1,31,12,0,3,720,1,1,0,1,0,999,0.0,1,180.0,0,0
11115,6,0,3,48,0,50,20,0,2,12,1,1,1,1,12,707,0.0,1,300.0,0,0
11116,24,0,0,35,1,31,23,0,0,60,1,0,1,1,48,999,0.0,1,1200.0,0,1
11117,5,0,4,71,0,50,18,0,3,120,1,1,0,1,0,13,0.0,1,360.0,0,0
11118,22,1,0,56,0,50,3,0,0,12,1,1,0,1,360,131,0.0,1,500.0,0,1
11119,11,0,3,20,1,31,8,0,3,192,1,1,1,1,12,40,0.0,1,250.0,0,0
11120,96,1,3,71,1,31,8,0,3,480,1,1,0,1,0,13,0.0,1,330.0,0,0
11121,6,1,3,18,1,5,8,0,1,144,1,1,1,1,36,26,0.0,1,180.0,0,0
11122,2,0,3,32,0,50,12,0,3,96,1,1,0,1,48,310,0.0,1,342.0,0,0
11123,16,0,3,26,1,31,18,0,0,12,1,1,0,1,72,110,0.0,1,300.0,0,0
11124,24,1,0,47,1,31,8,0,3,420,1,1,0,1,120,950,0.0,1,600.0,0,0
11125,17,0,3,28,1,31,8,0,3,120,1,1,0,1,120,10,0.0,1,1500.0,0,0
11126,25,0,3,39,1,50,8,0,1,468,1,1,0,1,24,4,0.0,1,1255.0,0,0
11127,24,1,3,53,1,31,20,0,0,264,1,1,0,1,24,13,0.0,1,871.0,0,0
11128,1,1,0,45,1,31,28,0,3,24,1,1,0,1,60,131,0.0,1,1000.0,0,0
11129,25,1,0,36,1,50,8,0,3,36,1,1,1,1,0,905,0.0,1,1299.0,0,0
11130,10,0,0,40,1,31,12,0,3,24,1,0,1,1,60,522,0.0,1,561.0,1,0
11131,1,1,0,41,0,50,12,0,3,300,1,1,0,1,0,65,0.0,1,500.0,0,0
11132,25,1,0,39,1,31,20,0,3,216,1,1,0,1,24,950,1500.0,1,400.0,0,0
11133,55,1,4,36,1,31,18,0,3,444,1,1,0,1,0,853,0.0,1,740.0,0,1
11134,12,1,3,44,1,31,25,0,3,60,1,1,0,1,12,26,0.0,1,220.0,0,0
11135,23,1,0,25,1,31,12,0,3,12,1,0,0,1,12,26,0.0,0,267.0,0,0
11136,20,1,0,23,1,31,20,0,0,36,1,1,1,1,12,999,0.0,1,379.0,0,0
11137,55,1,3,43,1,31,12,0,3,48,1,1,1,1,180,853,0.0,1,600.0,0,0
11138,6,1,0,40,1,24,18,0,3,24,1,1,1,1,60,40,500.0,1,230.0,0,0
11139,24,0,0,49,1,31,28,0,3,180,1,1,1,1,96,222,0.0,1,717.0,0,0
11140,25,0,3,31,0,31,12,0,1,36,1,0,1,1,12,116,0.0,1,600.0,0,0
11141,21,1,0,27,1,31,23,0,0,60,1,1,0,1,84,60,0.0,1,400.0,0,0
11142,23,1,3,26,1,50,23,3,3,240,1,1,1,1,60,999,0.0,1,220.0,0,1
11143,22,1,3,19,0,50,12,0,3,132,1,0,1,1,48,205,0.0,1,400.0,0,1
11144,24,1,3,30,0,50,28,0,0,36,1,1,0,1,60,950,0.0,1,400.0,0,0
11145,22,1,0,34,1,31,8,0,3,420,1,1,0,1,108,46,0.0,1,1072.0,0,0
11146,9,1,0,37,1,5,28,0,3,24,1,1,1,1,228,712,0.0,1,703.0,0,0
11147,20,1,3,41,1,31,20,0,3,12,1,1,1,1,108,712,0.0,1,360.0,0,0
11148,55,1,1,37,0,50,8,0,2,36,1,1,1,1,36,205,0.0,1,220.0,0,0
11149,23,1,3,24,1,31,25,0,3,24,1,1,1,1,24,159,0.0,1,450.0,0,0
11150,2,0,3,29,0,50,20,0,3,240,1,1,1,1,36,521,0.0,1,450.0,0,0
11151,11,1,4,61,1,31,18,0,3,276,1,1,0,1,24,703,0.0,1,600.0,0,0
11152,1,1,3,39,1,31,8,0,0,96,1,1,1,1,24,717,0.0,1,700.0,0,0
11153,22,1,0,40,1,50,18,0,3,144,1,1,0,1,180,950,0.0,1,800.0,0,0
11154,21,0,3,51,1,31,28,0,3,96,1,1,1,1,0,999,0.0,1,1200.0,0,0
11155,22,0,0,52,0,50,12,0,3,384,1,1,0,1,12,522,0.0,1,757.0,1,0
11156,5,1,3,19,0,50,18,0,1,216,1,1,1,1,0,950,0.0,1,250.0,0,0
11157,15,1,0,50,1,31,12,0,0,12,1,1,0,1,0,999,0.0,1,0.0,0,0
11158,11,1,0,39,1,31,18,0,3,120,1,1,1,1,72,924,0.0,1,2200.0,1,1
11159,24,1,3,20,1,31,12,0,1,240,1,1,0,1,12,950,0.0,1,350.0,0,0
11160,24,0,0,34,1,50,12,0,3,360,1,1,0,1,180,514,0.0,1,1446.0,1,1
11161,22,1,3,24,0,50,20,0,3,288,1,1,0,1,12,205,0.0,1,400.0,0,1
11162,19,1,0,63,1,31,8,0,3,120,1,1,0,1,0,13,0.0,1,236.0,0,0
11163,24,1,4,70,1,50,18,0,3,312,1,1,0,1,12,704,0.0,1,942.0,0,0
11164,15,1,2,65,1,31,20,0,3,480,1,1,0,1,12,13,0.0,1,292.0,0,0
11165,24,1,4,47,1,31,20,0,0,12,1,1,0,1,0,703,0.0,1,0.0,0,0
11166,23,1,2,63,1,31,12,0,3,216,1,0,0,1,0,13,0.0,1,1052.0,0,0
11167,1,1,0,28,1,31,8,0,0,12,1,1,0,1,12,166,0.0,1,400.0,0,1
11168,12,0,2,39,1,31,20,0,3,216,1,1,0,1,24,522,0.0,1,757.0,1,0
11169,16,1,3,30,1,31,18,0,3,96,1,1,0,1,12,950,0.0,1,1000.0,0,0
11170,13,0,3,24,1,50,18,0,3,12,1,1,0,1,12,38,0.0,1,240.0,0,0
11171,22,1,4,55,0,50,18,0,0,36,1,1,0,1,12,703,0.0,1,360.0,0,0
11172,22,1,0,36,1,50,12,0,3,36,1,1,0,1,60,950,0.0,1,300.0,0,0
11173,20,0,3,33,1,31,12,0,3,240,1,1,0,1,72,305,0.0,1,894.0,0,0
11174,24,1,4,64,1,31,18,0,3,192,1,1,0,1,84,725,0.0,1,7662.0,0,0
11175,55,1,1,45,0,50,12,0,0,12,1,1,0,1,48,953,0.0,1,430.0,0,0
11176,22,1,0,41,0,31,28,0,3,300,1,1,1,1,48,131,0.0,1,213.0,0,0
11177,19,1,3,29,1,31,12,0,3,312,1,1,1,1,12,110,0.0,1,510.0,0,1
11178,66,1,3,21,1,31,25,0,1,240,1,1,1,1,24,222,0.0,1,500.0,0,0
11179,55,1,3,29,1,31,12,0,3,300,1,1,1,1,24,38,0.0,1,500.0,0,1
11180,22,1,2,63,1,31,3,0,3,156,1,1,0,1,120,166,0.0,1,1200.0,0,1
11181,21,1,3,22,1,31,28,0,0,12,1,1,1,1,12,118,0.0,1,230.0,0,0
11182,22,1,3,33,1,31,12,0,3,96,1,1,0,1,96,131,0.0,1,600.0,0,1
11183,20,0,0,38,0,31,8,0,3,84,1,1,1,1,12,707,0.0,0,280.0,0,0
11184,16,1,3,39,1,31,18,0,3,48,1,1,0,1,12,725,0.0,1,386.0,0,0
11185,24,1,3,25,1,31,23,0,3,24,1,1,1,1,24,205,0.0,1,240.0,0,1
11186,14,1,3,21,1,31,12,0,3,252,1,1,1,1,24,205,0.0,1,180.0,0,0
11187,55,1,3,36,1,5,18,0,3,132,1,1,0,1,24,35,865.0,1,1033.0,0,0
11188,55,0,3,26,1,50,8,0,3,60,1,1,1,1,0,218,0.0,1,320.0,0,0
11189,15,1,0,36,1,31,12,0,3,420,1,1,0,1,0,999,0.0,1,0.0,0,0
11190,24,1,0,21,1,31,20,0,0,60,1,1,1,1,12,24,0.0,1,237.0,0,0
11191,17,0,0,36,1,31,3,0,3,12,1,1,1,1,12,999,0.0,1,1300.0,1,0
11192,23,0,3,24,1,31,8,0,3,12,1,1,1,1,60,36,0.0,1,295.0,0,0
11193,12,1,3,24,1,31,18,0,1,288,1,1,0,1,12,24,0.0,0,350.0,0,0
11194,12,1,3,21,1,31,25,0,3,60,1,1,0,1,0,950,0.0,1,900.0,0,1
11195,12,0,3,23,0,31,8,0,3,288,1,1,0,1,0,202,0.0,1,285.0,0,1
11196,12,1,0,21,0,31,28,0,3,24,1,1,0,1,0,950,0.0,1,350.0,0,1
11197,14,1,0,29,1,31,1,0,0,12,1,1,1,1,24,305,0.0,1,2000.0,0,0
11198,25,0,3,18,1,50,8,0,1,216,1,1,1,1,0,118,0.0,1,350.0,0,0
11199,23,0,3,19,1,31,12,0,1,36,1,1,1,1,12,38,0.0,1,370.0,0,0
11200,15,1,3,20,1,31,18,0,1,12,1,1,0,1,12,18,0.0,1,400.0,1,0
11201,17,1,3,38,1,31,28,0,1,456,1,1,0,1,12,999,0.0,1,1819.0,1,0
11202,3,1,0,39,1,31,18,0,0,36,1,1,1,1,108,205,700.0,1,446.0,1,1
11203,24,1,0,19,1,31,20,0,3,12,1,1,0,1,24,165,0.0,1,300.0,0,0
11204,3,1,0,38,1,31,20,0,3,420,1,1,0,1,120,950,800.0,1,300.0,0,0
11205,5,0,3,57,1,5,28,0,3,684,1,1,1,1,0,717,0.0,0,600.0,0,0
11206,10,0,3,39,1,31,18,0,0,24,1,1,1,1,240,514,0.0,1,800.0,0,1
11207,12,1,4,42,1,31,18,0,3,480,1,1,0,1,0,703,0.0,1,200.0,0,0
11208,22,0,3,20,0,50,23,0,3,12,1,1,1,1,24,855,0.0,1,263.0,0,0
11209,11,1,3,22,1,31,18,0,3,24,1,1,1,1,24,713,0.0,1,396.0,0,0
11210,14,1,3,32,1,31,12,0,0,12,1,1,1,1,48,712,0.0,1,947.0,0,0
11211,55,0,0,55,1,50,3,0,3,600,1,1,0,1,324,17,0.0,1,430.0,0,0
11212,25,1,2,36,1,31,18,0,3,180,1,1,0,1,60,950,0.0,1,1000.0,0,1
11213,17,0,2,31,1,50,18,0,3,372,1,1,1,1,24,264,0.0,1,611.0,1,1
11214,1,1,0,39,1,23,8,0,3,480,1,1,0,1,216,999,0.0,1,1072.0,0,0
11215,22,1,3,38,1,31,8,0,3,120,1,1,0,1,12,704,0.0,1,1500.0,1,0
11216,55,1,1,47,1,50,20,0,3,132,1,1,1,1,84,305,0.0,1,800.0,0,1
11217,55,1,0,56,1,31,8,0,3,300,1,1,1,1,192,855,0.0,1,300.0,0,0
11218,25,0,3,27,1,31,12,0,3,324,1,1,1,1,12,38,0.0,1,300.0,0,0
11219,2,0,0,30,1,50,20,0,3,120,1,1,1,1,60,514,0.0,1,700.0,1,0
11220,18,1,1,41,1,23,23,0,3,492,1,1,0,1,96,717,0.0,1,1100.0,0,0
11221,22,0,1,46,1,50,23,0,2,36,1,1,0,1,12,522,0.0,1,500.0,1,0
11222,22,0,3,20,1,31,20,0,3,180,1,1,0,1,12,514,0.0,1,310.0,1,0
11223,5,1,0,31,0,50,3,0,3,120,1,1,0,1,0,131,0.0,0,210.0,0,0
11224,24,1,3,18,1,50,12,0,3,216,1,0,0,1,24,166,0.0,1,300.0,0,0
11225,4,1,1,41,1,31,3,0,3,60,1,1,0,1,96,124,0.0,1,4000.0,0,0
11226,1,1,3,18,1,31,9,0,3,12,1,1,0,1,12,26,0.0,1,300.0,0,0
11227,1,0,3,25,1,31,12,0,3,300,1,1,1,1,36,713,0.0,1,733.0,0,0
11228,19,1,0,37,1,31,12,0,3,144,1,1,0,1,0,720,892.0,1,0.0,0,0
11229,19,0,2,35,0,50,12,0,0,24,1,1,0,1,72,254,0.0,1,590.0,1,0
11230,21,0,0,36,0,50,18,0,3,36,1,1,0,1,72,999,0.0,0,433.0,0,0
11231,11,0,2,49,1,31,18,0,3,240,1,0,1,1,72,522,0.0,1,1200.0,0,0
11232,16,1,3,20,1,31,20,0,3,12,1,1,0,1,12,514,0.0,1,851.0,0,0
11233,55,1,3,27,1,31,25,0,3,312,1,1,0,1,36,801,0.0,1,380.0,0,1
11234,24,1,0,63,1,31,12,0,3,276,1,1,0,1,24,950,0.0,1,1500.0,0,0
11235,23,1,3,28,1,31,20,0,3,120,1,1,0,1,0,853,0.0,1,400.0,0,0
11236,24,1,0,26,1,31,28,0,3,84,1,1,0,1,60,950,0.0,1,2500.0,0,0
11237,10,1,3,31,1,50,25,0,1,372,1,1,1,1,36,999,0.0,1,451.0,0,0
11238,10,1,0,22,1,31,12,0,3,72,1,1,1,1,96,950,0.0,1,260.0,0,0
11239,25,1,3,38,1,50,12,0,3,468,1,1,1,1,120,107,0.0,1,933.0,0,0
11240,24,1,3,21,0,50,28,0,1,252,1,0,0,1,72,950,0.0,1,350.0,0,1
11241,24,0,3,24,0,50,12,0,3,276,1,1,0,1,36,921,0.0,1,700.0,1,1
11242,55,1,3,36,1,31,12,0,2,36,1,1,1,1,36,61,0.0,0,180.0,0,0
11243,25,1,3,21,1,31,18,0,0,24,1,1,0,1,12,305,0.0,1,428.0,0,0
11244,9,1,0,41,1,5,8,0,0,72,1,1,0,1,252,4,0.0,1,1384.0,0,0
11245,2,1,0,51,1,31,28,0,3,360,1,1,1,1,72,205,0.0,1,181.0,0,0
11246,17,0,0,52,1,31,20,0,3,300,1,1,0,1,300,515,0.0,1,900.0,1,0
11247,22,1,3,27,0,50,18,0,3,192,1,1,0,1,36,713,0.0,1,750.0,0,1
11248,25,0,0,46,1,31,18,0,3,180,1,1,1,1,72,125,1000.0,1,1000.0,0,0
11249,17,0,1,40,1,31,18,0,3,276,1,1,1,1,12,108,0.0,1,543.0,0,0
11250,24,1,2,19,0,50,18,0,3,60,1,1,0,1,12,131,0.0,1,250.0,0,1
11251,12,1,0,50,1,31,28,0,3,360,1,1,0,1,0,131,0.0,1,400.0,0,0
11252,6,0,0,55,1,14,12,0,3,48,1,1,1,1,48,952,0.0,1,407.0,0,1
11253,15,1,0,21,1,31,8,0,3,24,1,1,1,1,12,40,0.0,1,667.0,0,0
11254,22,1,0,41,0,50,28,0,3,240,1,0,1,1,12,102,330.0,1,220.0,0,0
11255,25,1,2,65,1,31,20,0,0,360,1,1,0,1,0,13,0.0,1,180.0,0,0
11256,3,1,1,33,1,31,8,0,3,120,1,1,0,1,72,950,0.0,1,700.0,0,0
11257,11,1,0,31,0,50,18,0,3,120,1,1,0,1,24,40,0.0,1,349.0,0,0
11258,25,1,0,32,1,31,12,0,3,132,1,1,1,1,156,38,2000.0,0,650.0,1,0
11259,6,1,3,19,1,23,1,0,2,60,1,1,0,1,60,703,0.0,1,280.0,0,0
11260,22,1,0,19,0,50,12,0,3,0,1,0,1,1,0,654,0.0,1,203.0,0,0
11261,55,0,2,43,1,50,18,0,3,480,1,1,1,1,12,801,0.0,1,220.0,0,1
11262,1,1,3,29,1,31,18,0,1,180,1,1,0,1,12,653,0.0,1,190.0,0,1
11263,24,1,3,19,0,31,20,0,3,228,1,1,0,1,12,712,0.0,1,350.0,0,1
11264,19,1,3,21,1,31,12,0,3,252,1,1,1,1,24,40,0.0,1,185.0,0,0
11265,17,0,3,40,1,31,12,0,3,12,1,1,0,1,24,863,0.0,1,1900.0,0,1
11266,10,0,0,58,1,31,12,0,3,228,1,1,0,1,0,13,0.0,1,2946.0,0,0
11267,22,1,2,47,1,31,18,0,3,240,1,1,1,1,168,525,0.0,1,356.0,1,0
11268,10,1,0,50,1,50,25,0,0,204,1,1,1,1,72,131,0.0,1,278.0,0,0
11269,55,1,2,49,1,31,18,0,3,300,1,1,0,1,240,131,0.0,1,300.0,0,0
11270,55,0,3,24,1,50,12,0,3,288,1,1,1,1,0,521,0.0,1,400.0,0,1
11271,11,0,0,41,1,31,8,0,3,120,1,1,0,1,36,522,0.0,1,741.0,1,0
11272,2,1,0,48,1,31,12,0,0,60,1,1,1,1,12,205,0.0,1,227.0,0,0
11273,19,1,0,33,1,31,8,0,3,72,1,1,0,1,0,999,0.0,1,180.0,0,0
11274,1,0,3,42,1,31,20,0,0,36,1,1,0,1,12,999,0.0,1,2000.0,0,0
11275,25,0,3,23,1,31,12,0,1,204,1,1,1,1,0,63,0.0,1,180.0,0,1
11276,55,1,0,42,1,31,8,0,3,300,1,1,1,1,0,205,0.0,1,250.0,0,1
11277,21,1,0,29,1,31,25,0,3,60,1,1,0,1,48,254,0.0,1,381.0,0,0
11278,55,1,0,35,1,31,18,0,3,96,1,1,1,1,36,205,0.0,1,220.0,0,0
11279,25,1,3,30,1,31,1,0,3,276,1,1,0,1,0,654,0.0,1,555.0,0,0
11280,55,1,3,21,0,31,20,0,3,252,1,1,0,1,12,38,0.0,1,832.0,0,0
11281,22,1,3,20,0,50,16,0,3,12,1,1,1,1,12,654,0.0,1,287.0,0,0
11282,7,0,3,22,1,38,8,0,1,36,1,1,0,0,24,514,0.0,0,400.0,0,0
11283,12,0,3,21,1,31,23,0,3,168,1,1,0,1,0,60,0.0,1,305.0,0,0
11284,19,0,3,47,1,31,28,0,3,240,1,1,0,1,12,921,0.0,1,1500.0,0,0
11285,25,1,3,23,1,31,20,0,3,192,1,1,0,1,36,131,0.0,1,1100.0,0,0
11286,22,1,1,41,1,31,18,0,3,72,1,1,1,1,48,717,0.0,1,3600.0,1,0
11287,19,1,0,45,0,50,18,0,3,120,1,1,0,1,0,703,0.0,1,311.0,0,1
11288,22,1,2,61,1,31,18,0,3,240,1,1,1,1,48,26,0.0,1,274.0,0,0
11289,1,1,3,25,1,31,12,0,0,12,1,1,0,1,48,999,0.0,1,1850.0,0,0
11290,55,1,0,41,1,31,12,0,0,24,1,1,0,1,60,950,2813.0,1,400.0,0,0
11291,12,1,2,44,0,31,20,0,3,108,1,1,0,1,0,65,0.0,1,220.0,0,0
11292,25,1,0,36,0,50,25,0,0,48,1,1,1,1,36,653,0.0,1,400.0,0,0
11293,19,1,3,21,0,31,12,0,1,252,1,1,1,1,24,305,0.0,1,250.0,0,1
11294,7,1,3,18,1,5,18,0,3,336,1,1,1,1,36,801,0.0,1,324.0,0,0
11295,10,1,3,30,1,31,12,0,3,24,1,1,1,1,12,950,0.0,1,450.0,0,0
11296,25,1,0,34,0,31,18,0,3,180,1,1,1,1,12,654,0.0,1,306.0,0,0
11297,55,1,3,25,1,31,8,0,3,24,1,1,0,1,12,72,0.0,1,400.0,0,0
11298,17,1,3,61,0,50,18,0,3,336,1,1,0,1,480,205,0.0,1,440.0,0,0
11299,11,0,0,64,1,31,8,0,3,60,1,1,0,1,0,13,0.0,1,5240.0,2,0
11300,22,1,3,19,1,31,20,0,0,24,1,0,0,1,12,38,0.0,1,480.0,0,1
11301,22,1,4,59,1,31,20,0,3,504,1,1,0,1,168,703,0.0,1,180.0,0,0
11302,25,0,3,40,0,50,18,0,3,180,1,1,0,1,144,57,0.0,1,1500.0,0,0
11303,15,1,3,28,0,50,18,0,2,24,1,1,1,1,24,999,0.0,1,304.0,0,0
11304,25,0,3,25,1,31,8,0,3,12,1,1,1,1,36,526,0.0,1,700.0,0,0
11305,16,1,0,68,1,31,28,0,3,612,1,1,0,1,0,725,0.0,1,180.0,0,0
11306,20,1,0,29,0,31,8,0,3,120,1,1,1,1,12,501,0.0,1,700.0,0,1
11307,25,1,0,52,1,31,18,0,3,204,1,1,1,1,120,717,0.0,1,500.0,0,0
11308,55,0,2,36,1,50,25,0,3,84,1,1,0,1,12,953,0.0,1,500.0,1,0
11309,7,0,0,34,1,5,12,0,0,36,1,1,0,1,12,953,0.0,1,430.0,0,0
11310,25,0,3,30,1,31,12,0,3,120,1,1,1,1,0,26,0.0,1,312.0,0,1
11311,25,0,0,39,1,31,3,0,3,72,1,1,0,1,0,950,0.0,1,3000.0,1,0
11312,11,1,3,62,1,31,12,0,3,36,1,1,0,1,60,13,0.0,1,370.0,0,0
11313,17,1,0,36,1,31,18,0,3,120,1,1,0,1,12,999,0.0,1,190.0,0,0
11314,11,0,4,67,1,31,25,0,3,204,1,1,1,1,48,522,0.0,1,226.0,0,0
11315,25,0,3,32,0,50,1,0,3,0,1,1,1,1,0,999,0.0,1,600.0,1,1
11316,22,1,3,18,1,31,25,0,1,216,1,1,0,1,0,950,0.0,1,400.0,0,0
11317,23,1,0,47,1,31,12,0,3,84,1,1,0,1,12,131,0.0,1,1000.0,0,0
11318,1,1,3,18,0,50,18,0,1,12,1,0,0,1,60,40,0.0,1,159.0,0,1
11319,23,1,3,50,1,31,22,0,1,36,1,1,0,1,0,801,0.0,1,378.0,0,0
11320,12,0,2,43,1,31,12,0,3,180,1,1,0,1,0,863,0.0,1,1250.0,0,0
11321,10,1,3,19,1,31,12,0,3,12,1,1,1,1,12,950,0.0,1,250.0,0,0
11322,55,1,3,30,0,31,25,0,3,12,1,1,0,1,12,39,0.0,1,606.0,0,1
11323,55,1,0,28,1,31,20,0,3,12,1,1,0,1,72,950,0.0,1,750.0,0,0
11324,55,1,0,42,1,31,28,0,3,360,1,1,1,1,36,999,0.0,1,348.0,0,0
11325,10,1,4,22,1,31,12,0,2,12,1,1,0,1,0,703,0.0,1,283.0,0,0
11326,10,0,3,32,1,31,18,0,3,480,1,1,1,1,48,999,0.0,1,310.0,0,0
11327,17,1,4,25,1,31,28,0,3,12,1,1,0,1,0,999,0.0,1,240.0,0,0
11328,12,0,0,20,1,31,8,0,3,96,1,1,1,1,0,717,0.0,1,1500.0,0,1
11329,55,1,1,52,1,31,20,0,3,24,1,1,1,1,36,61,0.0,1,280.0,0,0
11330,55,1,0,37,1,31,3,0,3,144,1,1,0,1,12,801,0.0,0,700.0,0,0
11331,24,0,0,33,1,31,8,0,3,84,1,1,1,1,180,110,0.0,1,307.0,0,0
11332,25,1,3,21,1,50,16,0,1,0,1,0,1,1,12,992,0.0,1,550.0,0,1
11333,4,1,3,42,0,31,12,0,3,192,1,1,1,1,12,26,0.0,1,210.0,0,0
11334,12,1,3,25,1,31,12,0,3,300,1,1,0,1,12,712,0.0,1,250.0,0,0
11335,7,0,3,19,0,50,23,0,3,12,1,1,1,1,12,4,0.0,1,235.0,0,1
11336,10,1,0,64,1,31,12,0,3,120,1,1,1,1,0,131,0.0,1,600.0,0,0
11337,24,1,0,40,1,31,18,0,0,264,1,1,0,1,12,725,0.0,1,170.0,0,1
11338,12,1,4,56,1,31,18,0,3,72,1,1,0,1,0,703,0.0,1,180.0,0,0
11339,24,1,3,28,1,31,12,0,3,84,1,1,0,1,24,950,0.0,1,1000.0,0,0
11340,25,1,3,28,0,50,8,0,0,12,1,1,1,1,12,44,0.0,1,252.0,0,1
11341,22,0,3,18,1,31,8,0,3,180,1,1,1,1,12,26,0.0,1,205.0,0,0
11342,25,1,0,38,1,50,18,0,3,72,1,1,1,1,0,24,0.0,1,400.0,0,0
11343,24,1,4,76,1,31,18,0,3,120,1,1,0,1,240,725,0.0,1,4181.0,0,0
11344,23,0,0,42,1,31,25,0,3,12,0,1,0,1,0,999,0.0,1,4000.0,0,0
11345,22,1,3,25,0,31,20,0,3,240,1,1,0,1,24,950,0.0,1,250.0,0,1
11346,13,0,3,20,1,31,8,0,3,300,1,1,0,1,12,514,0.0,1,790.0,0,0
11347,25,1,0,41,1,31,12,0,3,204,1,1,0,1,132,113,0.0,1,600.0,0,0
11348,3,1,3,20,1,31,20,0,1,180,1,1,1,1,12,653,0.0,1,163.0,0,1
11349,3,0,0,36,1,31,12,0,3,12,1,1,0,1,216,514,0.0,1,1235.0,0,0
11350,1,1,0,41,1,50,12,0,3,180,1,1,1,1,12,205,0.0,1,440.0,0,0
11351,20,0,3,21,1,31,25,0,0,204,1,1,1,1,12,40,0.0,1,200.0,0,0
11352,21,1,0,41,1,31,28,0,3,24,1,1,1,1,84,924,0.0,1,3197.0,0,0
11353,1,0,2,22,0,50,18,0,3,24,1,1,0,1,12,702,0.0,1,461.0,0,0
11354,55,0,0,54,1,31,3,0,3,36,1,1,1,1,312,2,0.0,1,5000.0,0,0
11355,23,0,0,44,1,31,23,0,3,216,1,1,0,1,12,999,0.0,1,800.0,2,0
11356,17,1,0,50,0,50,12,0,3,12,1,1,1,1,12,165,0.0,1,360.0,0,1
11357,16,1,3,20,0,31,8,0,3,24,1,1,0,1,24,853,0.0,1,400.0,0,1
11358,17,1,2,39,1,31,20,0,3,120,1,1,0,1,12,999,0.0,1,400.0,0,0
11359,66,1,3,38,1,31,12,0,3,120,1,1,0,1,240,725,0.0,1,319.0,0,0
11360,19,0,3,34,0,50,18,0,3,120,1,1,1,1,96,38,0.0,1,504.0,0,0
11361,55,0,0,36,1,50,8,0,3,96,1,1,1,1,36,864,0.0,1,670.0,1,0
11362,3,1,0,27,1,31,20,0,3,120,1,1,0,1,96,950,4000.0,1,800.0,0,0
11363,66,0,3,23,1,31,12,0,3,240,1,1,1,1,24,953,0.0,1,540.0,0,0
11364,3,0,3,21,1,31,20,0,3,252,1,1,0,1,84,38,0.0,1,360.0,0,1
11365,10,1,3,52,1,31,8,0,3,144,1,1,1,1,180,264,0.0,1,1151.0,0,0
11366,22,1,0,44,1,31,12,0,3,144,1,1,1,1,36,853,0.0,1,413.0,0,0
11367,23,1,0,34,1,31,8,0,3,120,1,1,1,1,96,918,0.0,1,310.0,0,0
11368,25,1,3,18,0,50,1,0,2,72,1,1,1,1,12,26,0.0,1,240.0,0,0
11369,12,0,1,52,0,31,8,0,3,180,1,1,0,1,0,13,0.0,1,267.0,0,0
11370,25,1,0,31,1,31,12,0,3,300,1,1,0,1,120,506,0.0,1,800.0,0,0
11371,25,1,3,42,1,50,8,0,2,240,1,1,1,1,240,205,0.0,1,200.0,0,0
11372,17,1,4,51,1,31,8,0,3,480,1,1,0,1,156,725,0.0,1,1175.0,1,1
